4, 0
6, 1
7, 2
9, 3
10, 4
11, 5
12, 6
13, 7
14, 8
15, 9
17, 10
18, 11
19, 12
22, 13
27, 14
28, 15
29, 16
30, 17
31, 18
35, 19
37, 20
39, 21
40, 22
42, 23
45, 24
46, 25
51, 26
53, 27
57, 28
59, 29
61, 30
63, 31
67, 32
72, 33
73, 34
76, 35
77, 36
81, 37
83, 38
84, 39
85, 40
87, 41
92, 42
94, 43
100, 44
102, 45
115, 46
118, 47
119, 48
120, 49
